RS158	WCS134	WCS317	WCS417	CHA0	WCS358
OG0002452	FBBKCKAA_02122	KMPKMMIG_03226	ODAKOFOI_03783	NLBLAPBN_03501	AGNHPPFD_04170	JLCECJFP_03409
OG0002453	FBBKCKAA_02124	KMPKMMIG_03228	ODAKOFOI_03785	NLBLAPBN_02326	AGNHPPFD_04174	JLCECJFP_03407
OG0002454	FBBKCKAA_02125	KMPKMMIG_03229	ODAKOFOI_03786	NLBLAPBN_02325	AGNHPPFD_04175	JLCECJFP_03406
OG0002455	FBBKCKAA_02782	KMPKMMIG_03242	ODAKOFOI_03802	NLBLAPBN_01923	AGNHPPFD_04189	JLCECJFP_02292
OG0002456	FBBKCKAA_03826	KMPKMMIG_04453	ODAKOFOI_04134	NLBLAPBN_01882	AGNHPPFD_04241	JLCECJFP_05071
OG0002457	FBBKCKAA_00876	KMPKMMIG_04460	ODAKOFOI_04124	NLBLAPBN_01875	AGNHPPFD_04255	JLCECJFP_02222
OG0002458	FBBKCKAA_04182	KMPKMMIG_04465	ODAKOFOI_04123	NLBLAPBN_01869	AGNHPPFD_04256	JLCECJFP_01870
OG0002459	FBBKCKAA_04181	KMPKMMIG_04466	ODAKOFOI_04122	NLBLAPBN_01868	AGNHPPFD_04257	JLCECJFP_01869
OG0002460	FBBKCKAA_04180	KMPKMMIG_04467	ODAKOFOI_04121	NLBLAPBN_01867	AGNHPPFD_04258	JLCECJFP_01868
OG0002461	FBBKCKAA_04179	KMPKMMIG_04468	ODAKOFOI_04120	NLBLAPBN_01866	AGNHPPFD_04259	JLCECJFP_01867
OG0002462	FBBKCKAA_04178	KMPKMMIG_04469	ODAKOFOI_04119	NLBLAPBN_01865	AGNHPPFD_04260	JLCECJFP_01866
OG0002463	FBBKCKAA_04177	KMPKMMIG_04470	ODAKOFOI_04118	NLBLAPBN_01864	AGNHPPFD_04261	JLCECJFP_01865
OG0002464	FBBKCKAA_04176	KMPKMMIG_04471	ODAKOFOI_04117	NLBLAPBN_01863	AGNHPPFD_04262	JLCECJFP_01864
OG0002465	FBBKCKAA_04175	KMPKMMIG_04472	ODAKOFOI_04116	NLBLAPBN_01862	AGNHPPFD_04263	JLCECJFP_01863
OG0002466	FBBKCKAA_02130	KMPKMMIG_04476	ODAKOFOI_04112	NLBLAPBN_03873	AGNHPPFD_04267	JLCECJFP_03401
OG0002467	FBBKCKAA_02139	KMPKMMIG_04480	ODAKOFOI_04108	NLBLAPBN_03877	AGNHPPFD_04271	JLCECJFP_03397
OG0002468	FBBKCKAA_02157	KMPKMMIG_03182	ODAKOFOI_04095	NLBLAPBN_03890	AGNHPPFD_04290	JLCECJFP_04763
OG0002469	FBBKCKAA_02158	KMPKMMIG_03183	ODAKOFOI_04094	NLBLAPBN_03891	AGNHPPFD_04291	JLCECJFP_04764
OG0002470	FBBKCKAA_04502	KMPKMMIG_03184	ODAKOFOI_04093	NLBLAPBN_03892	AGNHPPFD_04292	JLCECJFP_01430
OG0002471	FBBKCKAA_04497	KMPKMMIG_03189	ODAKOFOI_04088	NLBLAPBN_03897	AGNHPPFD_04297	JLCECJFP_01435
OG0002472	FBBKCKAA_04494	KMPKMMIG_03192	ODAKOFOI_04085	NLBLAPBN_01722	AGNHPPFD_04312	JLCECJFP_01438
OG0002473	FBBKCKAA_02251	KMPKMMIG_03200	ODAKOFOI_04077	NLBLAPBN_01714	AGNHPPFD_04322	JLCECJFP_01455
OG0002474	FBBKCKAA_02250	KMPKMMIG_03201	ODAKOFOI_04076	NLBLAPBN_01713	AGNHPPFD_04323	JLCECJFP_01456
OG0002475	FBBKCKAA_02249	KMPKMMIG_03202	ODAKOFOI_04075	NLBLAPBN_01712	AGNHPPFD_04324	JLCECJFP_01457
OG0002476	FBBKCKAA_04885	KMPKMMIG_03209	ODAKOFOI_04067	NLBLAPBN_01705	AGNHPPFD_04333	JLCECJFP_04620
OG0002477	FBBKCKAA_04876	KMPKMMIG_03220	ODAKOFOI_01653	NLBLAPBN_01694	AGNHPPFD_04344	JLCECJFP_04611
OG0002478	FBBKCKAA_05062	KMPKMMIG_04611	ODAKOFOI_01657	NLBLAPBN_01690	AGNHPPFD_04352	JLCECJFP_04608
OG0002479	FBBKCKAA_05061	KMPKMMIG_04612	ODAKOFOI_01658	NLBLAPBN_01689	AGNHPPFD_04353	JLCECJFP_04607
OG0002480	FBBKCKAA_04888	KMPKMMIG_04617	ODAKOFOI_01664	NLBLAPBN_01683	AGNHPPFD_04358	JLCECJFP_04602
OG0002481	FBBKCKAA_04890	KMPKMMIG_04619	ODAKOFOI_01666	NLBLAPBN_01681	AGNHPPFD_04360	JLCECJFP_04600
OG0002482	FBBKCKAA_03771	KMPKMMIG_04621	ODAKOFOI_01668	NLBLAPBN_01679	AGNHPPFD_04362	JLCECJFP_00813
OG0002483	FBBKCKAA_03776	KMPKMMIG_04629	ODAKOFOI_01675	NLBLAPBN_01672	AGNHPPFD_04369	JLCECJFP_00808
OG0002484	FBBKCKAA_03777	KMPKMMIG_04630	ODAKOFOI_01676	NLBLAPBN_01671	AGNHPPFD_04370	JLCECJFP_00807
OG0002485	FBBKCKAA_03778	KMPKMMIG_04635	ODAKOFOI_01677	NLBLAPBN_01670	AGNHPPFD_04371	JLCECJFP_00806
OG0002486	FBBKCKAA_03779	KMPKMMIG_04636	ODAKOFOI_01678	NLBLAPBN_01669	AGNHPPFD_04372	JLCECJFP_00805
OG0002487	FBBKCKAA_03780	KMPKMMIG_04637	ODAKOFOI_01679	NLBLAPBN_01668	AGNHPPFD_04373	JLCECJFP_00804
OG0002488	FBBKCKAA_03787	KMPKMMIG_04644	ODAKOFOI_02603	NLBLAPBN_01655	AGNHPPFD_04381	JLCECJFP_00798
OG0002489	FBBKCKAA_03789	KMPKMMIG_01805	ODAKOFOI_02605	NLBLAPBN_01653	AGNHPPFD_04383	JLCECJFP_00796
OG0002490	FBBKCKAA_03790	KMPKMMIG_01806	ODAKOFOI_02606	NLBLAPBN_01652	AGNHPPFD_04384	JLCECJFP_00795
OG0002491	FBBKCKAA_03791	KMPKMMIG_01807	ODAKOFOI_02607	NLBLAPBN_01651	AGNHPPFD_04385	JLCECJFP_00794
OG0002492	FBBKCKAA_02076	KMPKMMIG_01813	ODAKOFOI_02613	NLBLAPBN_01645	AGNHPPFD_04391	JLCECJFP_03460
OG0002493	FBBKCKAA_02734	KMPKMMIG_01815	ODAKOFOI_02615	NLBLAPBN_01643	AGNHPPFD_04393	JLCECJFP_03270
OG0002494	FBBKCKAA_02689	KMPKMMIG_01855	ODAKOFOI_05172	NLBLAPBN_03798	AGNHPPFD_04420	JLCECJFP_03309
OG0002495	FBBKCKAA_01016	KMPKMMIG_01857	ODAKOFOI_05169	NLBLAPBN_03800	AGNHPPFD_04422	JLCECJFP_03311
OG0002496	FBBKCKAA_01017	KMPKMMIG_01858	ODAKOFOI_05168	NLBLAPBN_03801	AGNHPPFD_04423	JLCECJFP_03312
OG0002497	FBBKCKAA_01021	KMPKMMIG_01862	ODAKOFOI_05164	NLBLAPBN_03810	AGNHPPFD_04427	JLCECJFP_03316
OG0002498	FBBKCKAA_01023	KMPKMMIG_01866	ODAKOFOI_05160	NLBLAPBN_03813	AGNHPPFD_04430	JLCECJFP_03318
OG0002499	FBBKCKAA_01024	KMPKMMIG_01867	ODAKOFOI_05159	NLBLAPBN_03815	AGNHPPFD_04431	JLCECJFP_03319
OG0002500	FBBKCKAA_01026	KMPKMMIG_01871	ODAKOFOI_05156	NLBLAPBN_03817	AGNHPPFD_04433	JLCECJFP_04172
OG0002501	FBBKCKAA_01027	KMPKMMIG_01872	ODAKOFOI_05155	NLBLAPBN_03818	AGNHPPFD_04434	JLCECJFP_04171
OG0002502	FBBKCKAA_01028	KMPKMMIG_01873	ODAKOFOI_05154	NLBLAPBN_03819	AGNHPPFD_04435	JLCECJFP_04170
OG0002503	FBBKCKAA_04032	KMPKMMIG_01877	ODAKOFOI_05150	NLBLAPBN_03822	AGNHPPFD_04438	JLCECJFP_04167
OG0002504	FBBKCKAA_02758	KMPKMMIG_05085	ODAKOFOI_02600	NLBLAPBN_03824	AGNHPPFD_04440	JLCECJFP_04584
OG0002505	FBBKCKAA_02756	KMPKMMIG_05086	ODAKOFOI_02601	NLBLAPBN_03825	AGNHPPFD_04441	JLCECJFP_03248
OG0002506	FBBKCKAA_02755	KMPKMMIG_03274	ODAKOFOI_01609	NLBLAPBN_03827	AGNHPPFD_04442	JLCECJFP_03249
OG0002507	FBBKCKAA_02749	KMPKMMIG_03283	ODAKOFOI_01618	NLBLAPBN_03835	AGNHPPFD_04449	JLCECJFP_03255
OG0002508	FBBKCKAA_02747	KMPKMMIG_03285	ODAKOFOI_01620	NLBLAPBN_03837	AGNHPPFD_04451	JLCECJFP_03257
OG0002509	FBBKCKAA_02746	KMPKMMIG_03286	ODAKOFOI_01621	NLBLAPBN_03838	AGNHPPFD_04452	JLCECJFP_03258
OG0002510	FBBKCKAA_02743	KMPKMMIG_03290	ODAKOFOI_01626	NLBLAPBN_03841	AGNHPPFD_04455	JLCECJFP_03261
OG0002511	FBBKCKAA_04572	KMPKMMIG_03302	ODAKOFOI_01636	NLBLAPBN_03854	AGNHPPFD_04466	JLCECJFP_03382
OG0002512	FBBKCKAA_04571	KMPKMMIG_03304	ODAKOFOI_01638	NLBLAPBN_03856	AGNHPPFD_04468	JLCECJFP_03381
OG0002513	FBBKCKAA_04570	KMPKMMIG_03305	ODAKOFOI_01639	NLBLAPBN_03857	AGNHPPFD_04469	JLCECJFP_03380
OG0002514	FBBKCKAA_05053	KMPKMMIG_03309	ODAKOFOI_01642	NLBLAPBN_03860	AGNHPPFD_04476	JLCECJFP_04159
OG0002515	FBBKCKAA_04423	KMPKMMIG_03315	ODAKOFOI_01648	NLBLAPBN_03866	AGNHPPFD_04482	JLCECJFP_04153
OG0002516	FBBKCKAA_04417	KMPKMMIG_03322	ODAKOFOI_04055	NLBLAPBN_01858	AGNHPPFD_04488	JLCECJFP_04147
OG0002517	FBBKCKAA_04416	KMPKMMIG_03323	ODAKOFOI_04054	NLBLAPBN_01857	AGNHPPFD_04489	JLCECJFP_04146
OG0002518	FBBKCKAA_04415	KMPKMMIG_03324	ODAKOFOI_04053	NLBLAPBN_01856	AGNHPPFD_04490	JLCECJFP_04145
OG0002519	FBBKCKAA_04410	KMPKMMIG_02770	ODAKOFOI_04043	NLBLAPBN_01851	AGNHPPFD_04496	JLCECJFP_04141
OG0002520	FBBKCKAA_04408	KMPKMMIG_02772	ODAKOFOI_04041	NLBLAPBN_01849	AGNHPPFD_04497	JLCECJFP_04139
OG0002521	FBBKCKAA_04407	KMPKMMIG_02773	ODAKOFOI_04040	NLBLAPBN_01848	AGNHPPFD_04498	JLCECJFP_04138
OG0002522	FBBKCKAA_04850	KMPKMMIG_02790	ODAKOFOI_02654	NLBLAPBN_03964	AGNHPPFD_04513	JLCECJFP_03754
OG0002523	FBBKCKAA_04852	KMPKMMIG_02792	ODAKOFOI_02656	NLBLAPBN_03967	AGNHPPFD_04515	JLCECJFP_03752
OG0002524	FBBKCKAA_04918	KMPKMMIG_02795	ODAKOFOI_02659	NLBLAPBN_03970	AGNHPPFD_04518	JLCECJFP_03747
OG0002525	FBBKCKAA_04915	KMPKMMIG_02798	ODAKOFOI_02662	NLBLAPBN_03973	AGNHPPFD_04521	JLCECJFP_03744
OG0002526	FBBKCKAA_04910	KMPKMMIG_02802	ODAKOFOI_02666	NLBLAPBN_03977	AGNHPPFD_04525	JLCECJFP_03739
OG0002527	FBBKCKAA_04909	KMPKMMIG_02803	ODAKOFOI_02667	NLBLAPBN_03978	AGNHPPFD_04526	JLCECJFP_03738
OG0002528	FBBKCKAA_04908	KMPKMMIG_02804	ODAKOFOI_02668	NLBLAPBN_03979	AGNHPPFD_04527	JLCECJFP_03737
OG0002529	FBBKCKAA_04907	KMPKMMIG_02805	ODAKOFOI_02669	NLBLAPBN_03980	AGNHPPFD_04528	JLCECJFP_03736
OG0002530	FBBKCKAA_04906	KMPKMMIG_02806	ODAKOFOI_02670	NLBLAPBN_03981	AGNHPPFD_04529	JLCECJFP_03735
OG0002531	FBBKCKAA_04905	KMPKMMIG_02807	ODAKOFOI_02671	NLBLAPBN_03982	AGNHPPFD_04530	JLCECJFP_03734
OG0002532	FBBKCKAA_04904	KMPKMMIG_02808	ODAKOFOI_02672	NLBLAPBN_03983	AGNHPPFD_04531	JLCECJFP_03733
OG0002533	FBBKCKAA_03652	KMPKMMIG_02810	ODAKOFOI_00485, ODAKOFOI_02674	NLBLAPBN_03562	AGNHPPFD_04533	JLCECJFP_03732
OG0002534	FBBKCKAA_03650	KMPKMMIG_02812	ODAKOFOI_02676	NLBLAPBN_03985	AGNHPPFD_04536	JLCECJFP_03730
OG0002535	FBBKCKAA_03644	KMPKMMIG_02818	ODAKOFOI_02682	NLBLAPBN_03995	AGNHPPFD_04542	JLCECJFP_03724
OG0002536	FBBKCKAA_03643	KMPKMMIG_03594	ODAKOFOI_00859	NLBLAPBN_03996	AGNHPPFD_04543	JLCECJFP_03723
OG0002537	FBBKCKAA_03633	KMPKMMIG_03583	ODAKOFOI_00869	NLBLAPBN_03251	AGNHPPFD_04553	JLCECJFP_03713
OG0002538	FBBKCKAA_03632	KMPKMMIG_03582	ODAKOFOI_00870	NLBLAPBN_03252	AGNHPPFD_04554	JLCECJFP_03712
OG0002539	FBBKCKAA_03627	KMPKMMIG_03577	ODAKOFOI_00875	NLBLAPBN_03257	AGNHPPFD_04559	JLCECJFP_03707
OG0002540	FBBKCKAA_03625	KMPKMMIG_03575	ODAKOFOI_00877	NLBLAPBN_03259	AGNHPPFD_04564	JLCECJFP_03705
OG0002541	FBBKCKAA_03624	KMPKMMIG_03574	ODAKOFOI_00878	NLBLAPBN_03260	AGNHPPFD_04565	JLCECJFP_03704
OG0002542	FBBKCKAA_01117	KMPKMMIG_03565	ODAKOFOI_00888	NLBLAPBN_04271	AGNHPPFD_04574	JLCECJFP_02042
OG0002543	FBBKCKAA_01611	KMPKMMIG_05529	ODAKOFOI_00895	NLBLAPBN_04279	AGNHPPFD_04581	JLCECJFP_01240
OG0002544	FBBKCKAA_01615	KMPKMMIG_05533	ODAKOFOI_00899	NLBLAPBN_04283	AGNHPPFD_04585	JLCECJFP_01244
OG0002545	FBBKCKAA_01629	KMPKMMIG_05383	ODAKOFOI_00918	NLBLAPBN_04289	AGNHPPFD_04599	JLCECJFP_01262
OG0002546	FBBKCKAA_01639	KMPKMMIG_05394	ODAKOFOI_00929	NLBLAPBN_04300	AGNHPPFD_04609	JLCECJFP_01271
OG0002547	FBBKCKAA_01640	KMPKMMIG_05395	ODAKOFOI_00930	NLBLAPBN_04301	AGNHPPFD_04610	JLCECJFP_01272
OG0002548	FBBKCKAA_01641	KMPKMMIG_05396	ODAKOFOI_00931	NLBLAPBN_04302	AGNHPPFD_04611	JLCECJFP_01273
OG0002549	FBBKCKAA_01642	KMPKMMIG_05397	ODAKOFOI_00932	NLBLAPBN_04303	AGNHPPFD_04612	JLCECJFP_01274
OG0002550	FBBKCKAA_01646	KMPKMMIG_02630	ODAKOFOI_00938	NLBLAPBN_04308	AGNHPPFD_04616	JLCECJFP_01278
OG0002551	FBBKCKAA_01648	KMPKMMIG_02633	ODAKOFOI_00941	NLBLAPBN_04311	AGNHPPFD_04619	JLCECJFP_01280
OG0002552	FBBKCKAA_01649	KMPKMMIG_02634	ODAKOFOI_00942	NLBLAPBN_04312	AGNHPPFD_04620	JLCECJFP_01281
OG0002553	FBBKCKAA_01650	KMPKMMIG_02635	ODAKOFOI_00943	NLBLAPBN_04313	AGNHPPFD_04621	JLCECJFP_01282
OG0002554	FBBKCKAA_00755	KMPKMMIG_02653	ODAKOFOI_00975	NLBLAPBN_04333	AGNHPPFD_04635	JLCECJFP_00386
OG0002555	FBBKCKAA_00905	KMPKMMIG_02684	ODAKOFOI_00993	NLBLAPBN_04359	AGNHPPFD_04678	JLCECJFP_03794
OG0002556	FBBKCKAA_00906	KMPKMMIG_02685	ODAKOFOI_00994	NLBLAPBN_04360	AGNHPPFD_04679	JLCECJFP_03793
OG0002557	FBBKCKAA_04348	KMPKMMIG_02900	ODAKOFOI_00995	NLBLAPBN_04362	AGNHPPFD_04685	JLCECJFP_01803
OG0002558	FBBKCKAA_01724	KMPKMMIG_05811	ODAKOFOI_01007	NLBLAPBN_04371	AGNHPPFD_04694	JLCECJFP_01363
OG0002559	FBBKCKAA_01727	KMPKMMIG_05814	ODAKOFOI_01010	NLBLAPBN_04374	AGNHPPFD_04697	JLCECJFP_01367
OG0002560	FBBKCKAA_01716	KMPKMMIG_04353	ODAKOFOI_01013	NLBLAPBN_04377	AGNHPPFD_04700	JLCECJFP_01351
OG0002561	FBBKCKAA_04826	KMPKMMIG_04355	ODAKOFOI_01015	NLBLAPBN_04379	AGNHPPFD_04705	JLCECJFP_05143
OG0002562	FBBKCKAA_04825	KMPKMMIG_04356	ODAKOFOI_01016	NLBLAPBN_04380	AGNHPPFD_04706	JLCECJFP_05144
OG0002563	FBBKCKAA_00177	KMPKMMIG_04363	ODAKOFOI_01022	NLBLAPBN_04386	AGNHPPFD_04712	JLCECJFP_00540
OG0002564	FBBKCKAA_00175	KMPKMMIG_04365	ODAKOFOI_01024	NLBLAPBN_04388	AGNHPPFD_04714	JLCECJFP_00538
OG0002565	FBBKCKAA_00173	KMPKMMIG_04367	ODAKOFOI_01026	NLBLAPBN_04390	AGNHPPFD_04716	JLCECJFP_00536
OG0002566	FBBKCKAA_00172	KMPKMMIG_04368	ODAKOFOI_01027	NLBLAPBN_04391	AGNHPPFD_04717	JLCECJFP_00535
OG0002567	FBBKCKAA_00171	KMPKMMIG_04369	ODAKOFOI_01028	NLBLAPBN_04392	AGNHPPFD_04718	JLCECJFP_00534
OG0002568	FBBKCKAA_00170	KMPKMMIG_04370	ODAKOFOI_01029	NLBLAPBN_04498	AGNHPPFD_04719	JLCECJFP_00533
OG0002569	FBBKCKAA_00169	KMPKMMIG_04371	ODAKOFOI_01030	NLBLAPBN_04499	AGNHPPFD_04720	JLCECJFP_00532
OG0002570	FBBKCKAA_00168	KMPKMMIG_04372	ODAKOFOI_01031	NLBLAPBN_04500	AGNHPPFD_04721	JLCECJFP_00531
OG0002571	FBBKCKAA_00149	KMPKMMIG_03035	ODAKOFOI_01052	NLBLAPBN_04437	AGNHPPFD_04743	JLCECJFP_00504
OG0002572	FBBKCKAA_00147	KMPKMMIG_03033	ODAKOFOI_01054	NLBLAPBN_04439	AGNHPPFD_04745	JLCECJFP_00502
OG0002573	FBBKCKAA_01067	KMPKMMIG_03032	ODAKOFOI_01055	NLBLAPBN_04440	AGNHPPFD_04746	JLCECJFP_01995
OG0002574	FBBKCKAA_01078	KMPKMMIG_03025	ODAKOFOI_01062	NLBLAPBN_04448	AGNHPPFD_04764	JLCECJFP_02006
OG0002575	FBBKCKAA_01079	KMPKMMIG_03024	ODAKOFOI_01063	NLBLAPBN_04449	AGNHPPFD_04765	JLCECJFP_02007
OG0002576	FBBKCKAA_01089	KMPKMMIG_03014	ODAKOFOI_01073, ODAKOFOI_05353	NLBLAPBN_04459	AGNHPPFD_04774	JLCECJFP_02017
OG0002577	FBBKCKAA_01090	KMPKMMIG_03013	ODAKOFOI_01074	NLBLAPBN_04460	AGNHPPFD_04775	JLCECJFP_02018
OG0002578	FBBKCKAA_01091	KMPKMMIG_03012	ODAKOFOI_01075	NLBLAPBN_04461	AGNHPPFD_04776	JLCECJFP_02019
OG0002579	FBBKCKAA_01492	KMPKMMIG_03007	ODAKOFOI_01080	NLBLAPBN_04466	AGNHPPFD_04781	JLCECJFP_02591
OG0002580	FBBKCKAA_01493	KMPKMMIG_03006	ODAKOFOI_01081	NLBLAPBN_04467	AGNHPPFD_04782	JLCECJFP_02590
OG0002581	FBBKCKAA_01497	KMPKMMIG_03002	ODAKOFOI_01084	NLBLAPBN_04470	AGNHPPFD_04785	JLCECJFP_02586
OG0002582	FBBKCKAA_01499	KMPKMMIG_03000	ODAKOFOI_01086	NLBLAPBN_04472	AGNHPPFD_04787	JLCECJFP_02584
OG0002583	FBBKCKAA_03960	KMPKMMIG_02999	ODAKOFOI_01087	NLBLAPBN_04473	AGNHPPFD_04788	JLCECJFP_02647
OG0002584	FBBKCKAA_03954	KMPKMMIG_02993	ODAKOFOI_01094	NLBLAPBN_04476	AGNHPPFD_04791	JLCECJFP_02641
OG0002585	FBBKCKAA_03953	KMPKMMIG_02992	ODAKOFOI_01095	NLBLAPBN_04477	AGNHPPFD_04792	JLCECJFP_02640
OG0002586	FBBKCKAA_03950	KMPKMMIG_02979	ODAKOFOI_01110	NLBLAPBN_04486	AGNHPPFD_04801	JLCECJFP_02637
OG0002587	FBBKCKAA_03948	KMPKMMIG_05796	ODAKOFOI_01114	NLBLAPBN_04489	AGNHPPFD_04804	JLCECJFP_02635
OG0002588	FBBKCKAA_04978	KMPKMMIG_05372	ODAKOFOI_01120	NLBLAPBN_04492	AGNHPPFD_04808	JLCECJFP_05169
OG0002589	FBBKCKAA_04721	KMPKMMIG_01317	ODAKOFOI_01124	NLBLAPBN_04496	AGNHPPFD_04814	JLCECJFP_05163
OG0002590	FBBKCKAA_03842	KMPKMMIG_01327, KMPKMMIG_05149		NLBLAPBN_01457	AGNHPPFD_05153	JLCECJFP_04413
OG0002591	FBBKCKAA_04713	KMPKMMIG_01328	ODAKOFOI_01133	NLBLAPBN_01458	AGNHPPFD_04824	JLCECJFP_05198
OG0002592	FBBKCKAA_03932	KMPKMMIG_01330	ODAKOFOI_01135	NLBLAPBN_04393	AGNHPPFD_04826	JLCECJFP_02619
OG0002593	FBBKCKAA_03929	KMPKMMIG_01334	ODAKOFOI_01139	NLBLAPBN_04397	AGNHPPFD_04830	JLCECJFP_02616
OG0002594	FBBKCKAA_03927	KMPKMMIG_01336	ODAKOFOI_01141	NLBLAPBN_04400	AGNHPPFD_04832	JLCECJFP_02614
OG0002595	FBBKCKAA_03926	KMPKMMIG_01337	ODAKOFOI_01143	NLBLAPBN_04401	AGNHPPFD_04833	JLCECJFP_02613
OG0002596	FBBKCKAA_03925	KMPKMMIG_01338	ODAKOFOI_01145	NLBLAPBN_04510	AGNHPPFD_04834	JLCECJFP_02612
OG0002597	FBBKCKAA_03924	KMPKMMIG_01339	ODAKOFOI_01146	NLBLAPBN_04511	AGNHPPFD_04835	JLCECJFP_02611
OG0002598	FBBKCKAA_03923	KMPKMMIG_01340	ODAKOFOI_01147	NLBLAPBN_04512	AGNHPPFD_04836	JLCECJFP_02610
OG0002599	FBBKCKAA_01477	KMPKMMIG_01344	ODAKOFOI_01150	NLBLAPBN_04516	AGNHPPFD_04838	JLCECJFP_02606
OG0002600	FBBKCKAA_01484	KMPKMMIG_01352	ODAKOFOI_01157	NLBLAPBN_04522	AGNHPPFD_04845	JLCECJFP_02599
OG0002601	FBBKCKAA_03154	KMPKMMIG_01363	ODAKOFOI_01168	NLBLAPBN_01128	AGNHPPFD_04856	JLCECJFP_01601
OG0002602	FBBKCKAA_03158	KMPKMMIG_01367	ODAKOFOI_01172	NLBLAPBN_01125	AGNHPPFD_04859	JLCECJFP_01597
OG0002603	FBBKCKAA_03159	KMPKMMIG_01368	ODAKOFOI_01173	NLBLAPBN_01124	AGNHPPFD_04860	JLCECJFP_01596
OG0002604	FBBKCKAA_03161	KMPKMMIG_01370	ODAKOFOI_01175	NLBLAPBN_01122	AGNHPPFD_04862	JLCECJFP_01594
OG0002605	FBBKCKAA_03165	KMPKMMIG_01374	ODAKOFOI_01179	NLBLAPBN_01118	AGNHPPFD_04866	JLCECJFP_01590
OG0002606	FBBKCKAA_03167	KMPKMMIG_01377	ODAKOFOI_01182	NLBLAPBN_01116	AGNHPPFD_04869	JLCECJFP_01588
OG0002607	FBBKCKAA_03169	KMPKMMIG_01380	ODAKOFOI_01185	NLBLAPBN_01114	AGNHPPFD_04872	JLCECJFP_01586
OG0002608	FBBKCKAA_03171	KMPKMMIG_01382	ODAKOFOI_01187	NLBLAPBN_01112	AGNHPPFD_04874	JLCECJFP_01584
OG0002609	FBBKCKAA_03172	KMPKMMIG_01383	ODAKOFOI_01188	NLBLAPBN_01111	AGNHPPFD_04875	JLCECJFP_01583
OG0002610	FBBKCKAA_03174	KMPKMMIG_01384	ODAKOFOI_01189	NLBLAPBN_01110	AGNHPPFD_04876	JLCECJFP_01581
OG0002611	FBBKCKAA_03175	KMPKMMIG_01385	ODAKOFOI_01190	NLBLAPBN_01109	AGNHPPFD_04877	JLCECJFP_01580
OG0002612	FBBKCKAA_03176	KMPKMMIG_01386	ODAKOFOI_01191	NLBLAPBN_01108	AGNHPPFD_04878	JLCECJFP_01579
OG0002613	FBBKCKAA_03177	KMPKMMIG_01387	ODAKOFOI_01192	NLBLAPBN_01107	AGNHPPFD_04879	JLCECJFP_01578
OG0002614	FBBKCKAA_03179	KMPKMMIG_01389	ODAKOFOI_01194	NLBLAPBN_01105	AGNHPPFD_04881	JLCECJFP_01576
OG0002615	FBBKCKAA_03549	KMPKMMIG_04675	ODAKOFOI_05259	NLBLAPBN_01103	AGNHPPFD_04893, AGNHPPFD_05307	
OG0002616	FBBKCKAA_05022	KMPKMMIG_01413	ODAKOFOI_01332	NLBLAPBN_01070	AGNHPPFD_04913	JLCECJFP_01565
OG0002617	FBBKCKAA_05021	KMPKMMIG_01414	ODAKOFOI_01333	NLBLAPBN_01069	AGNHPPFD_04914	JLCECJFP_01564
OG0002618	FBBKCKAA_04828	KMPKMMIG_01415	ODAKOFOI_01334	NLBLAPBN_01059	AGNHPPFD_04915	JLCECJFP_01563
OG0002619	FBBKCKAA_04829	KMPKMMIG_01416	ODAKOFOI_01335	NLBLAPBN_01058	AGNHPPFD_04916	JLCECJFP_01562
OG0002620	FBBKCKAA_04833	KMPKMMIG_02311	ODAKOFOI_01339	NLBLAPBN_01045	AGNHPPFD_04929	JLCECJFP_01558
OG0002621	FBBKCKAA_04834	KMPKMMIG_02310	ODAKOFOI_01340	NLBLAPBN_01044	AGNHPPFD_04930	JLCECJFP_01557
OG0002622	FBBKCKAA_04837	KMPKMMIG_02308	ODAKOFOI_01342	NLBLAPBN_01042	AGNHPPFD_04932	JLCECJFP_01554
OG0002623	FBBKCKAA_04838	KMPKMMIG_02307	ODAKOFOI_01343	NLBLAPBN_01041	AGNHPPFD_04933	JLCECJFP_01553
OG0002624	FBBKCKAA_00186	KMPKMMIG_02293	ODAKOFOI_01354	NLBLAPBN_04578	AGNHPPFD_04950	JLCECJFP_00549
OG0002625	FBBKCKAA_00062	KMPKMMIG_02288	ODAKOFOI_01358	NLBLAPBN_04583	AGNHPPFD_04956	JLCECJFP_04360
OG0002626	FBBKCKAA_00051	KMPKMMIG_02277	ODAKOFOI_01370	NLBLAPBN_04594	AGNHPPFD_04967	JLCECJFP_04371
OG0002627	FBBKCKAA_00049	KMPKMMIG_02275	ODAKOFOI_01372	NLBLAPBN_04596	AGNHPPFD_04969	JLCECJFP_04373
OG0002628	FBBKCKAA_00048	KMPKMMIG_02274	ODAKOFOI_01373	NLBLAPBN_04597	AGNHPPFD_04970	JLCECJFP_04374
OG0002629	FBBKCKAA_00046	KMPKMMIG_02272	ODAKOFOI_01375	NLBLAPBN_04599	AGNHPPFD_04972	JLCECJFP_04376
OG0002630	FBBKCKAA_00044	KMPKMMIG_02270	ODAKOFOI_01377	NLBLAPBN_04601	AGNHPPFD_04974	JLCECJFP_04378
OG0002631	FBBKCKAA_00043	KMPKMMIG_02269	ODAKOFOI_01379	NLBLAPBN_04602	AGNHPPFD_04976	JLCECJFP_04379
OG0002632	FBBKCKAA_00017	KMPKMMIG_02245	ODAKOFOI_01435	NLBLAPBN_04634	AGNHPPFD_05033	JLCECJFP_05268
